"id_scheda","nctn","inv","suf","l4","l3","piano","sala","vetrina","comune","geonote","scan","dsca","dscd","dtzgi","dtzgf","dtzs","dtsi","dtsf","dtm","materia","tecnica","misa","misl","misp","misd","deso","stcc","stcl","adsp","adsm","cmpd","cmpn","fur","cdgg"
543,333260,7136,,607,43,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,18,19,10,1200,1100,11,25,"tornio","10.5",,"0.4",12,"frammento di vaso a collo di stile miceneo di cui si conservano il collo, la spalla globulare e parte della parete su cui è attacco di ansa, dipinto in bruno con bande orizzontali e motivo a piuma. TEIIIC",6,3,1,1,2020-09-07,43,39,1
544,333264,7206,,575,43,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,18,19,10,1200,1100,11,25,"tornio","6.6","6.7","0.8",,"frammento di giara a staffa di probabile produzione micenea dipinta in rosso con raffigurazione di pesce. TE IIIC",8,3,1,1,2020-09-07,43,39,1
545,333263,7205,,575,43,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,18,19,10,1200,1100,11,25,"tornio","11.2","11.9","0.8",,"n. 2 frammenti non contigui di parete di giara a staffa FS 176 di foggia globulare proveniente da Rodi. E' dipinta in bruno-rossastro sulla spalla con FM 21 octopus, nella versione frangiata, e FM 21, rosette. TE IIIC",8,3,1,1,2020-09-07,43,39,1
546,333043,7212,,859,59,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,18,12,1425,1180,11,25,"colombino","8.6","4.2","1.4",,"idolo di produzione micenea del tipo cosiddetto a ""psi"". La figurina, femminile, ha gli occhi, gli accessori (una probabile collana) e la veste (a graticcio nella parte superiore, a bande verticali lievemente ondulate nella parte inferiore) dipinte in rosso-bruno mentre naso e seni sono stati applicati plasticamente. TE IIIA-B",2,3,1,1,2020-09-07,43,39,1
547,333044,7213,,859,59,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1400,1300,11,25,"colombino","7.1","5.4","1.9",,"idolo di produzione micenea mancante di testa e braccia. Il corpo è cilindrico e la base circolare e cava. La veste, resa con brevi segmenti verticali su banda orizzontale da cui pendono bande verticali, è dipinta in rosso",3,3,1,1,2020-09-07,43,39,1
548,333046,7215,,859,59,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,25,"colombino","4.2",2,"1.3",,"raffigurazione zoomorfa mancante di testa e parte delle zampe, coda frammentaria. Probabile idoletto",3,3,1,1,2020-09-07,43,39,1
549,333256,5932,,607,43,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,25,"colombino",11,"15.3","0.9",,"frammento di tripode colatoio con fori passanti e ansa verticale impostata tra orlo e carena decorato con applicazioni platiche coniche ",6,3,1,1,2020-09-07,43,39,1
550,333258,5991,,607,43,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,25,"colombino","9.3","8.2","0.7",,"frammento di piede di tripode colatoio con fori passanti decorato con applicazioni platiche coniche e linee verticali incise ",8,3,1,1,2020-09-07,43,39,1
551,333257,5989,,607,43,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,25,"colombino","6.2","8.4","0.6",,"frammento di vaso-filtro con ansa verticale e file orizzontali e parallele di fori passanti ",8,3,1,1,2020-09-07,43,39,1
552,333408,203321,,280,33,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,25,"colombino","12.7","7.9","1.7",,"frammento di tripode di tipo rodiota di cui si conserva un piede tricostolato ",8,3,1,1,2020-09-07,43,39,1
553,333254,5626,,501,43,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,25,"colombino","3.3",,"0.5","3.6","Crogiolo per le attività metallurgiche con orlo diritto, labbro arrotondato, corpo biconico con fondo convesso con beccuccio cilindrico forato",2,3,1,1,2020-09-07,43,39,1
554,333259,7096,,254,33,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,25,"colombino","15.2","7.9",4,,"Valva di matrice bivalve di forma parallelepipeda e sezione rettangolare con una faccia piatta e l'altra con l'impronta di una cuspide di lancia",3,3,1,1,2020-09-07,43,39,1
555,333415,203923,,428,41,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","4.4","1.3","0.5",,"Punta di freccia con codolo a sezione circolare che diventa una nervatura sulla lama; lama triangolare parzialmente mancante e restaurata. ",3,3,1,1,2020-09-07,43,39,1
556,333192,203843,,353,36,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","17.5","3.8","0.3",,"Frammento di pugnale di tipo Sant'Ambrogio; base della lama, di forma triangolare, con due fori per rivetti.",3,3,1,1,2020-09-07,43,39,1
557,333193,203902,,353,36,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","10.5","2.9","0.2",,"Pugnale tipo Torre Castelluccia: ha forma allungata, codolo triangolare e foro per rivetto circolare. Rivetto cilindrico",2,3,1,1,2020-09-07,43,39,1
558,333194,203903,,353,36,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","12.5","2.4","0.4",,"Pugnale tipo Torre Castelluccia di forma allungata, con codolo triangolare e foro per rivetto circolare. Rivetto cilindrico",3,3,1,1,2020-09-07,43,39,1
559,333197,203907,,353,36,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","30.8","4.1","1.2",,"Pugnale a manico composito. Ha lama slanciata a margini paralleli con larga costolatura mediana; spalla distinta, composta da un cordolo rilevato a doppio spiovente munito di costolatura mediana laterale, sormontato da un'appendice cilindrica a sezione ovale in cui si innesta il codolo a sezione quadrangolare; margini rettilinei convergenti in alto e terminazione ribattuta. Tagli della lama consunti",2,3,1,1,2020-09-07,43,39,1
560,333196,203906,,353,36,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione",22,"2.3",,,"Pugnale a lingua da presa tipo Pertosa a lama stretta e slanciata a sezione romboidale munita di costolatura mediana a spigolo smussato; taglienti rettilinei e paralleli, convergenti in basso solo in prossimità della punta e lievemente divergenti in alto, in corrispondenza della spalla. Spalla a margini curvilinei, munita di foro centrale di forma ovale con rivetto cilindrico per il fissaggio del manico. Presa lunga e stretta, a margini rilevati e andamento lievemente concavo nella porzione mediana, terminazione ad estremità divaricate. Tagli della lama consunti",2,3,1,1,2020-09-07,43,39,1
561,333423,203932,,334,36,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","21.2",,"4.6","3.3","Punta di lancia. Ha lama con profilo arrotondato verso l'estremità inferiore e larga presa liscia con due fori laterali. Perno cilindrico",2,3,1,1,2020-09-07,43,39,1
562,333424,203933,,891,64,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","17.2","1.7","0.4",,"Coltello a codolo piatto di tipo Egeo in bronzo con lama stretta e codolo piatto con due rivetti ",2,3,1,1,2020-09-07,43,39,1
563,333425,203934,,891,64,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,166,"fusione,levigatura","18.2","1.3","0.4",,"Coltello a lingua da presa tipo Scoglio del Tonno; lingua da presa a margini poco rilevati e terminazione a coda di rondine ad estremità lievemente concave e divergenti. Immanicatura munita di placchette di rivestimento in osso a sezione concavo-convessa assicurate alla presa mediante quattro chiodi per il fissaggio disposti in serie a distanze regolari lungo l'asse mediano. Lama a sezione triangolare con faccia dorsale piatta; dorso e taglio ad andamento convesso; punta arrotondata.
Raccordo tra lama ed immanicatura ad angolo
ottuso. Secondo Bietti, Giardino, Gorgoglione (2010) il coltello è tipo Baierdorf.",2,3,1,1,2020-09-07,43,39,1
564,333409,203897,,266,33,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","25.5","1.1",,,"Scalpello con codolo semplice a sezione quadrata con estremità piatta. Corpo a sezione circolare con margini lievemente convergenti verso la lama distinta dal corpo in visione laterale: essa ha sezione rettangolare e taglio dirittto. ",2,3,1,1,2020-09-07,43,39,1
565,333417,203925,,436,42,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","3.9","0.6","0.3",,"Amo in bronzo con gancio da pesca con ardiglione",1,3,1,1,2020-09-07,43,39,1
566,333410,203898,,803,53,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,166,"fusione,levigatura",12,,"0.2","1.5","Lesina in bronzo con manico in osso levigato lungo 9,7 cm. La lesina, utilizzata come perforatore, ha punta a sezione quadrata e con taglio obliquo",1,3,1,1,2020-09-08,43,39,1
567,333411,203900,,714,46,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,17,10,1300,1300,11,34,"fusione","5.6","1.3","0.9",,"Chiodo appiattito all'estremità superiore e a sezione quadrata che diventa circolare all'estremità ",1,3,1,1,2020-09-08,43,39,1
568,333412,203905,,306,35,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,17,10,1300,1300,11,34,"fusione","17.5","2.3","0.7",,"Falce a lingua da presa quadrangolare con terminazione ad andamento presumibilmente rettilineo. Lama a tutto sesto; apice, ora mancante, in origine lievemente distinto mediante leggera piega ad angolo ottuso lungo il margine interno. Margini della presa rilevati mediante costolature. Il dorso e l'asse maggiore della lama sono segnati da costolature che corrono parallele l'una all'altra. La costolatura corrente lungo il margine interno della presa si biforca all'innesto con la lama in due tratti divergenti che raggiungono e si uniscono alla costolatura corrente lungo il dorso formando un motivo triangolare. All' attacco della lama sulla presa, uno sperone laterale, in continuità con la presa, segna la distinzione fra presa e dorso della lama, formando con quest' ultimo un angolo ottuso. Faccia inferiore piatta. Definita di tipo ""terramaricolo"" da Bianco Peroni, presenta stringenti analogie formali con esemplari emersi nell'area centro-settentrionale della Penisola, oltre che con tipi diffusi in contesti centroeuropei.",3,3,1,1,2020-09-07,43,39,1
569,333426,203935,,281,33,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione",8,,,"0.7","Attrezzo decorato con due estremità di lavoro. Ha manico circolare, appiattito e curvo a un'estremità, appiattito e rettangolare all'altra estremità, diviso dal manico tramite tre costolature. Decorazione incisa con gruppi di linee e chevrons",1,3,1,1,2020-09-08,43,39,1
570,333416,203924,,13,1,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione",11,,"0.2",,"fibula ad arco foliato con molla a un avvolgimento e sezione circolare, staffa laminare a base allargata e terminazione a linguetta ",2,3,1,1,2020-09-08,43,39,1
571,333413,203913,,13,1,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","11.7",,,"0.7","Frammento di fibula ad arco di violino con due noduli simmetrici alle estremità, decorata a incisione con gruppo di cerchi, linee e chevrons; perno e piastra di chiusura mancanti.
",3,3,1,1,2020-09-08,43,39,1
572,333414,203914,,13,1,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","9.5","1.8","0.4",,"Frammento di fibula ad arco di violino con due noduli alle estremità decorata a incisione con cerchi e linee; perno e piastra di chiusura mancanti",3,3,1,1,2020-09-08,43,39,1
573,333420,203929,,19,1,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione",17,"1.5","0.4",,"Spillone con piccola testa a doppia spirale e gambo ricurvo. E' decorata a incisione con linee e chevrons.",2,3,1,1,2020-09-08,43,39,1
574,333419,203928,,19,1,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione",12,,,1,"Spillone con capocchia globulare e collo costolato, punta rotta",3,3,1,1,2020-09-08,43,39,1
575,333418,203926,,19,1,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","12.6",,,"1.4","Spillone con testa conica del tipo Vidolasco. Ha testa conica grande e gambo rotto. ",3,3,1,1,2020-09-08,43,39,1
576,333421,203930,,760,49,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","10.5","4.6","1.8",,"Rasoio finestrato tipo Scoglio del Tonno - Varietà A. Ha contorno ovale con apertura centrale a forma di U a margini rilevati limitata, all'estremità superiore, da un setto arcuato. Taglienti a sezione triangolare, con dorso ispessito in corrispondenza dei margini rilevati dell'apertura centrale. Manico quadrangolare a sezione piatta e rettangolare, munito di foro circolare. Il raccordo tra il manico e la lama presenta sezione quadrangolare a spigoli arrotondati ed è più spesso rispetto al manico. ",3,3,1,1,2020-09-08,43,39,1
577,333422,203931,,19,1,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,97,"fusione","4.5","0.4","0.2",,"Frammento di spillone con testa a occhiello realizzato in lega di rame-argento-oro con parte del gambo mancante. ",8,3,1,1,2020-09-08,43,39,1
578,333195,203904,,240,33,3,2,"8B",108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,34,"fusione","17.5","3.8","0.3",,"Ascia ad alette mediane convergenti, lama stretta a margini concavi divergenti, tagliente a lieve convessità ",2,3,1,1,2020-09-08,43,39,1
579,333289,53260,,595,43,3,2,"7B",38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,18,19,10,1200,1100,8,25,"tornio","4.9",5,"0.5",,"tazza di tipo miceneo di cui si conservano n. 6 frammenti, alcuni dei quali non contigui. Ha l'orlo tendenzialmente poco distinto, svasato, parete diritta, attacco con la vasca basso, ansa orizzontale con andamento obliquo. E' dipinta in bruno con bande orizzontali e banda sinuosa campita a brevi segmenti verticali. TE IIIC",7,3,1,1,2020-09-09,43,39,1
580,333721,53262,,467,43,3,2,"7B",38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,17,19,10,1300,1100,8,25,"tornio",9,,"0.4","6.5","brocca di tipo miceneo a corpo globulare con collo stretto, troncoconico, orlo distinto e svasato, ansa a bastoncello verticale impostata tra orlo e spalla. E' dipinta in rosso con bande orizzontali e motivi a U capovolti",10,3,1,1,2020-09-09,43,39,1
581,333290,53377,,607,43,3,2,"7B",38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,15,20,12,1425,1000,8,25,"tornio","22.5",32,"0.5",,"vaso a collo distinto di tipo miceneo di cui si conserva il corpo globulare e l'ansa orizzontale, dipinto in bruno con bande orizzontali e banda verticale con elemento verticale a spina di pesce ",6,3,1,1,2020-09-09,43,39,1
582,333291,53378,,595,43,3,2,"7B",38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,17,18,10,1300,1200,8,25,"tornio",8,"5.9","0.4",,"vaso (cratere?) di probabile produzione micenea di cui si conserva solo un frammento di parete dipinto in bruno con raffigurazione di equide su doppia banda orizzontale",8,3,1,1,2020-09-09,43,39,1
583,333184,139310,,240,33,3,2,"7B",108,"Mottola. Ripostiglio","Mottola. Ripostiglio",,1899,19,20,10,1100,1000,11,34,"fusione","16.9","7.4",4,,"ascia a occhio tipo Cerchiara con corpo quadrangolare a margini paralleli e divergenti concavi in prossimità del tagliente, occhio ovale distinto dalla lama, corpo a sezione longitudinale triangolare, tagliente longitudinale convesso",1,3,1,1,2020-09-09,43,39,1
584,333388,139311,,253,33,3,2,"7B",108,"Mottola. Ripostiglio","Mottola. Ripostiglio",,1899,19,20,10,1100,1000,11,34,"fusione","8.7","2.6","3.1",,"martello di tipo egeo di forma parallelepipeda, contorno trapezoidale con stretto foro per l'immanicatura di forma rettangolare in posizione leggermente eccentrica, superfici battenti leggermente convesse",1,3,1,1,2020-09-09,43,39,1
585,333389,139312,,266,33,3,2,"7B",108,"Mottola. Ripostiglio","Mottola. Ripostiglio",,1899,19,20,10,1100,1000,11,34,"fusione","18.5","1.9","1.2",,"Scalpello semplice con sezione quadrangolare sia al corpo che al codolo dsitinto dal corpo tramite un listello (fermo) di forma quadrangolare, lama lievemente espansa",1,3,1,1,2020-09-09,43,39,1
586,333391,139314,,266,33,3,2,"7B",108,"Mottola. Ripostiglio","Mottola. Ripostiglio",,1899,19,20,10,1100,1000,11,34,"fusione","19.2","1.6","0.9",,"Scalpello semplice con sezione quadrangolare sia al corpo che al codolo distinto dal corpo tramite un listello (fermo) di forma quadrangolare, lama lievemente espansa",1,3,1,1,2020-09-09,43,39,1
587,333390,139313,,266,33,3,2,"7B",108,"Mottola. Ripostiglio","Mottola. Ripostiglio",,1899,19,20,10,1100,1000,11,34,"fusione","21.1","1.5","1.2",,"Scalpello con codolo a sezione quadrata, corpo a sezione circolare, appiattita e triangolare all'estremità inferiore; listello tra codolo e corpo; tagliente allargato e rettilineo.",2,3,1,1,2020-09-09,43,39,1
588,333392,139315,,19,1,3,2,"7B",108,"Mottola. Ripostiglio","Mottola. Ripostiglio",,1899,19,20,10,1100,1000,11,34,"fusione","10.3","1.6",,,"frammento di spillone con capocchia a vaso “tipo Timmari”, affine ad esemplari ritrovati nelle tombe submicenee del Ceramico, di Salamina e di Moulianà. Testa a globetto e gambo a sezione circolare",3,3,1,1,2020-09-09,43,39,1
589,333393,139319,,358,36,3,2,"7B",31,"Surbo. Ripostiglio","Surbo. Ripostiglio",,1952,18,19,10,1200,1100,11,34,"fusione","19.1","5.9","0.9",,"frammento di spada corta tardo-micenea con pomo dell'elsa a T. L'impugnatura, a margini rilevati, presenta lungo l'asse mediano quattro fori disposti in serie a distanze regolari, funzionali all'alloggio di chiodi. Inquadrabile nel tipo F della tipologia di
Sandars (Vagnetti e Bettelli 2005, cat. II-153). TE IIIC",3,3,1,1,2020-09-09,43,39,1
590,333394,139320,,253,33,3,2,"7B",31,"Surbo. Ripostiglio","Surbo. Ripostiglio",,1952,18,19,10,1200,1100,11,34,"fusione","12.9","4.2","2.1",,"Martello a occhio tipo Surbo. Ha forma parallelepipeda con contorno quadrangolare lievemente insellato verso le estremità, sezione quadrangolare; foro per l'inserimento dell' immanicatura di forma ovale in posizione centrale; doppie superfici battenti di forma sub-quadrangolare. Impiegato, forse, nell 'ambito di attività metallurgiche e, in particolare, nella lavorazione del bronzo laminato, tecnica diffusa a partire dalle fasi avanzate dell 'Età del Bronzo. Per confronto nel medesimo aerale si veda l'esemplare di dimensioni più contenute proveniente da Roca, datato alle fasi avanzate del Bronzo Finale.",1,3,1,1,2020-09-09,43,39,1
591,333395,139321,,253,33,3,2,"7B",31,"Surbo. Ripostiglio","Surbo. Ripostiglio",,1952,18,19,10,1200,1100,11,34,"fusione","11.6","3.6","1.2",,"Martello a occhio tipo Surbo. Ha forma parallelepipeda, contorno quadrangolare lievemente insellato alle estremità, sezione quadrangolare piano-convessa, foro per l'inserimento dell' immanicatura di forma ovale in posizione centrale; doppie superfici battenti di forma ovale.",1,3,1,1,2020-09-09,43,39,1
592,333396,139322,,266,33,3,2,"7B",31,"Surbo. Ripostiglio","Surbo. Ripostiglio",,1952,18,19,10,1200,1100,11,34,"fusione","23.5","1.1","0.9",,"Scalpello con codolo distinto a sezione quadrangolare, corpo a sezione circolare, margini lievemente convergenti verso la lama, lama distinta dal corpo in visione laterale con sezione rettangolare e taglio diritto. ",1,3,1,1,2020-09-09,43,39,1
593,333186,139325,,240,33,3,2,"7B",31,"Surbo. Ripostiglio","Surbo. Ripostiglio",,1952,18,19,10,1200,1100,11,34,"fusione","17.1","4.2","2.2",,"Ascia ad alette mediane convergenti passante al tipo tallone breve; tallone di forma quadrangolare distinto dalla lama mediante setto di divisione; lama piatta a margini concavi divergenti; tagliente a lieve convessità.",1,3,1,1,2020-09-09,43,39,1
594,333200,139323,,240,33,3,2,"7B",31,"Surbo. Ripostiglio","Surbo. Ripostiglio",,1952,18,19,10,1200,1100,11,34,"fusione","20.9","5.6",3,,"Ascia ad occhio tipo Surbo di forma slanciata, corpo quadrangolare a margini paralleli divergenti in prossimità del tagliente; largo occhio ovale distinto dalla lama, corpo a sezione triangolare. Tagliente longitudinale convesso.
",1,3,1,1,2020-09-09,43,39,1
595,333185,139324,,240,33,3,2,"7B",31,"Surbo. Ripostiglio","Surbo. Ripostiglio",,1952,18,19,10,1200,1100,11,34,"fusione",23,"5.7","4.7",,"Ascia ad occhio tipo Surbo di forma slanciata, corpo quadrangolare a margini divergenti lievemente concavi, largo occhio ovale distinto dalla lama, corpo a sezione longitudinale triangolare. Tagliente lievemente convesso",1,3,1,1,2020-09-09,43,39,1
596,333177,139278,,240,33,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,21,22,10,900,800,11,34,"fusione",9,"5.4","2.3",,"ascia a cannone tipo Manduria - Varietà A (3752). Ascia a cannone ellittico, tozza, di piccole dimensioni, con fusto a sezione esagonale e lama a margini concavi decorata con costolature angolari sul cannone e occhiello laterale spezzato. ",2,3,1,1,2020-09-09,43,39,1
597,333179,139281,,240,33,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,21,22,10,900,800,11,34,"fusione","11.5","6.2","3.2",,"ascia a cannone tipo Manduria - Varietà N (3854). Ascia a cannone ellittico, tozza, con fusto a sezione esagonale e lama a margini concavi con triplice grossa costolatura all'imboccatura e occhiello laterale. ",1,3,1,1,2020-09-09,43,39,1
598,333178,139280,,240,33,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,21,22,10,900,800,11,34,"fusione","11.2","6.8","3.1",,"ascia a cannone tipo Manduria - Varietà I (3837). Ascia a cannone ellittico, tozza, con fusto a sezione esagonale e lama a margini concavi con doppia grossa costolatura all'imboccatura e occhiello laterale; priva di decorazione. ",2,3,1,1,2020-09-09,43,39,1
599,333180,139287,,240,33,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,20,21,10,1000,900,11,34,"fusione","11.7","5.1","1.7",,"ascia a occhio con lama a bordi a spigoli vivi tipo Manduria - Varietà D (4344). Ascia relativamente più tozza del tipo, con occhio distinto dalla lama, testa espansa verso il tallone, lama simmetrica a margini poco divaricati verso il taglio",1,3,1,1,2020-09-09,43,39,1
600,333199,139289,,240,33,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,21,22,10,900,800,11,34,"fusione","19.3","7.6","4.5",,"ascia ad occhio con lama asimmetrica a margini lievemente concavi - Varietà A (4363). Ascia di forma slanciata con lama di forma trapezoidale, a margini lievemente concavi e taglio poco arcuato",1,3,1,1,2020-09-09,43,39,1
601,333181,139290,,240,33,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,21,22,10,900,800,11,34,"fusione","17.8","6.4","4.1",,"ascia ad alette tipo Bambolo - Variante (2042). Ascia ad alette con tallone danneggiato, immanicatura più corta rispetto agli esemplari tipici, a lati lievemente convergenti verso il basso; spalla terminante a punta; lama, di forma trapezoidale slanciata a margini lievemente concavi. In veduta laterale alette più larghe rispetto agli esemplari tipici, a contorno subtrapezoidale; in sezione, alette pocco rientranti, con estremità appiattite. Un'aletta danneggiata",2,3,1,1,2020-09-09,43,39,1
602,333182,139296,,240,33,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,21,22,10,900,800,11,34,"fusione","12.1","4.9","0.6",,"ascia piatta a lama espansa tipo Scorrano, Varietà A (4476). Ha mmanicatura sviluppata in lunghezza, attacco della lama, con una terminazione semicircolare, invadente. Lama alquanto tozza con spalla orizzontale, a margini concavi divergenti verso il taglio fortemente arcuato",2,3,1,1,2020-09-09,43,39,1
603,333183,139297,,240,33,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,21,22,10,900,800,11,34,"fusione","9.6","5.1","0.8",,"ascia piatta a lama espansa tipo Scorrano, Varietà C (4481). Immanicatura sviluppata in lunghezza, attacco della lama, con una terminazione semicircolare, invadente. Lama assai slanciata, spalla lievemente obliqua, a margini paralleli fortemente concavi",1,3,1,1,2020-09-09,43,39,1
604,333287,49639,"a-b",254,33,3,2,"7B",145,"Zinfarossa-Battieddu, contigua a Li Strazzati","Zinfarossa-Battieddu, contigua a Li Strazzati","Acquisto 1965 dal Prof. P. Parenzan",1872,19,22,10,1100,800,11,34,"fusione",20,10,"4.6",,"forma di fusione a due valve di forma rettangolare utilizzata per la produzione di asce a occhio",2,3,1,1,2020-09-09,43,39,1
605,333383,139291,,307,35,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,19,22,10,1100,800,11,34,"fusione","3.4","17.4","1.8",,"falcetto con lama ricurva con margine superiore leggermente rialzato, manico piatto con due fori",1,3,1,1,2020-09-09,43,39,1
606,333384,139292,,307,35,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,19,22,10,1100,800,11,34,"fusione","3.2","16.4","0.3",,"falcetto con lama ricurva, manico piatto con foro irregolare",1,3,1,1,2020-09-09,43,39,1
607,333385,139293,,334,36,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,19,20,10,1100,1000,11,34,"fusione","28.8","4.3","2.2",,"punta di lancia a cannone tipo Manduria con codolo conico e due fori per l'immanicatura ",2,3,1,1,2020-09-09,43,39,1
608,333386,139294,,339,36,3,2,"7B",145,"Li Strazzati. Ripostiglio ""Manduria I""","Li Strazzati. Ripostiglio ""Manduria I""","Acquisto 1902",1872,19,20,10,1100,1000,11,34,"fusione",15,2,"0.9",,"punta di giavellotto con codolo conico e due fori per l'immanicatura",2,3,1,1,2020-09-09,43,39,1
