id_temp,scheda,cmpd,nctn,inv,suff,titolo,l3,l4,piano,sala,vetrina,comune,via,dtzgi,dtzgf,dtzs,dtsi,dtsf,dtm,misa,misl,misd,misn,miss,misv,deso,stcc,adsp,adsm,oss
1635,,06/07/2021,346244,22412,,Stuani-346244,4,42,1,18, 56B,108,Via Gorizia,28,28,5,-150,-101,16,3,1,,,,,"Orecchino a disco e triplice pendente a forma di vaso, tipo ""Ori di Taranto"" II C. Disco in lamina d'oro con i bordi decorati da fili lisci alternati a fili godronati cingono una serie di sferette lisce intorno al castone centrale. Nella parte superiore del bordo c’è una lamina a losanga con rosette laterali a superficie granulata, sormontata da una corona di Iside, costituita da due castoni allungati su un terzo circolare, orlati da filo godronato e affiancati da due rosette laterali a granulazione. Sulla parte posteriore sono saldati i due anelli di sospensione delle catenelle laterali, a maglia doppia con nodi e terminali a campanula con petali in lamina filigranata, e un lungo gancio ripiegato che sorregge il pendente centrale. Questo è costituito da un cratere a calice su abaco in lamina liscia, con orlo decorato a globetti, fili lisci e ovuli in filigrana su lamina, mentre il piede è racchiuso da petali stretti da un collarino. Le anse sono realizzate tramite un doppio filo liscio con cordoncino godronato intorno agli attacchi. Mancante della pietra incastonata sul disco e nella corona di Iside. Lievemente deformato.",3,1,1,scavo del 1933 Tomba 23.III.1933
1636,,07/11/2022,346671,39036,,Stuani-346671,45,698,1,15,36,108,Contrada S. Lucia,29,30,22,-100,-100,11,,,,,,,"Piccolo fuso in avorio con asta a sezione circolare, un’estremità ingrossata ha punta troncoconica, l’altra rastremata termina con una piccola punta aggettante.",2,1,1,
1637,,05/06/2020,346915,50635,,Stuani-346915,4,42,1,18, 57A,108,Via Gorizia,28,29,15,-125,-90,16,3.1,0.9,,,,,"Orecchino a disco e triplice pendente con volatile vitreo, tipo ""Ori di Taranto"" II D. Disco concavo in lamina d'oro con un filo liscio sovrapposto a sferette che cingono la doppia rosetta centrale a cinque petali, di cui quelli esterni con superficie granulata e quelli interni con lamina liscia filigranata, e con pistillo centrale a globetti. Sulla parte posteriore sono saldati i due anelli di sospensione delle catenelle laterali, realizzate a maglia doppia con nodi e terminali a campanula con petali in lamina filigranata, ed un lungo gancio che sorregge il pendente centrale. Questo è costituito da un cigno vitreo con il collo piegato in basso a sinistra e le zampe poste su un abaco in lamina aurea. Le ali spiegate e la coda a tre penne sono realizzate in lamina ritagliata a margini filigranati ricoperte di smalto verde chiaro. In oro sono anche il contorno degli occhi, il becco, la collana sul petto e le zampe. Piccole lacune sul collo del volatile. ",2,1,1,scavo del 1934 Tomba 86
1638,,13/06/2022,346916,50635,,Stuani-346916,4,42,1,18, 57A,108,Via Gorizia,28,29,15,-125,-90,16,3.3,0.9,,,,,"Orecchino a disco e triplice pendente con volatile vitreo, tipo ""Ori di Taranto"" II D. Disco concavo in lamina d'oro con un filo liscio sovrapposto a sferette che cingono la doppia rosetta centrale a cinque petali, di cui quelli esterni con superficie granulata e quelli interni con lamina liscia filigranata, con pistillo centrale a globetti. Sulla parte posteriore sono saldati i due anelli di sospensione delle catenelle laterali, realizzate a maglia doppia con nodi e terminali a campanula con petali in lamina filigranata, ed un lungo gancio che sorregge il pendente centrale. Questo è costituito da un cigno vitreo con il collo piegato in basso verso destra e le zampe poste su un abaco in lamina aurea. Le ali spiegate e la coda a tre penne sono realizzate in lamina ritagliata a margini filigranati ricoperte di smalto verde chiaro. In oro sono anche il contorno degli occhi, il becco, la collana sul petto e le zampe. Il cigno è lacunoso in parte del corpo, nel collo, nelle ali e nella collana.",3,1,1,scavo del 1934 Tomba 86
1639,,24/10/2020,345944,6494,,Stuani-345944,4,42,1,15,39,108,Contrada Vaccarella,28,28,6,-200,-76,16,3.4,,,,,,"Orecchino a pendente con erote, tipo ""Ori di Taranto"" V A. Pendente in doppia lamina stampata con erote nudo stante, che regge nella mano destra una patera mesonfalica e nella sinistra una flauto appoggiato alla bocca, con piccole ali distese in lamina ritagliata ed incisa applicate sulle spalle e un himation che fa da sfondo alla figura. Lungo e sottile filo di sospensione, appiattito anteriormente, agganciato ad un piccolo anello saldato sulla testa dell’erote. Lacunoso nell’ala sinistra e nell’himation.",3,1,1,scavo del 1915 
1640,,31/03/2020,345989,12235,,Stuani-345989,4,42,1,15,39,108,Ospedale Militare,29,29,4,-100,-51,11,,,1.9,,,,"Orecchino con inserzione di vaghi, tipo ""Ori di Taranto"" VI E. Orecchino a cerchio realizzato con un filo con un'estremità ripregata a gancio, intorno alla quale si avvolge l’altra estremità assottigliata. Nel cerchio sono inseriti tre vaghi, due in vetro bianco e blu scuro ed uno in granato. Lievemente deformato, vagli in vetro lacunosi.",3,1,1,scavo del 1901 
1641,,13/02/2022,345990,12256,A,Stuani-345990,4,42,1,15,39,108,Contrada S. Lucia,28,28,22,-200,-101,16,1.3,,,,,,"Orecchino a disco con pendente conico a piramide rovesciata, tipo ""Ori di Taranto"" II G. Disco in lamina d'oro decorato a stampo con al centro una testa maschile con berretto frigio. Sulla parte posteriore è saldato un lungo filo godronato ripiegato che sorregge il pendente centrale a base triangolare in lamina liscia, con capsula arrotondata al vertice e anello saldato alla base, nella quale è praticato un piccolo foro circolate.",2,1,1,scavo del 1886 
1642,,25/03/2022,345991,12256,B,Stuani-345991,4,42,1,15,39,108,Contrada S. Lucia,28,28,22,-200,-101,16,1.3,,,,,,"Orecchino a disco con pendente conico a piramide rovesciata, tipo ""Ori di Taranto"" II G. Disco in lamina d'oro decorato a stampo con al centro una testa maschile con berretto frigio. Sulla parte posteriore è saldato un lungo filo godronato ripiegato che sorregge il pendente centrale a base triangolare in lamina liscia, con capsula arrotondata al vertice e anello saldato alla base, nella quale è praticato un piccolo foro circolate. Piccola lacuna alla base della piramide.",3,1,1,scavo del 1886 
1643,,05/01/2021,346249,22629,,Stuani-346249,4,42,1,15,39,108,Via D. Peluso,28,28,22,-200,-101,16,1.1,,,,,,"Orecchino a disco con pendente conico a piramide rovesciata, tipo ""Ori di Taranto"" II G. Disco in lamina d'oro con incastonato nella parte centrale un granato con superficie esterna concava, cinto da un filo godronato, sulla parte posteriore è saldato un anello intorno al quale si avvolge il lungo gancio filiforme. Alla parte inferiore del disco è saldato, tramite un piccolo anello di raccordo, il pendente a base triangolare in lamina liscia internamente cavo, con globetti agli apici della base e un filo godronato tra due lisci al vertice inferiore, terminante con tre globetti decrescenti.",2,1,1,scavo del 1924 
1644,,29/09/2020,346250,22630,,Stuani-346250,4,42,1,15,39,108,Via D. Peluso,28,28,22,-200,-101,16,1.1,,,,,,"Orecchino a disco con pendente conico a piramide rovesciata, tipo ""Ori di Taranto"" II G. Disco in lamina d'oro con incastonato nella parte centrale un granato con superficie esterna concava, cinto da un filo godronato, sulla parte posteriore è saldato un anello intorno al quale si avvolge il lungo gancio filiforme. Alla parte inferiore del disco è saldato, tramite un piccolo anello di raccordo, il pendente a base triangolare in lamina liscia internamente cavo, con globetti agli apici della base e un filo godronato tra due lisci al vertice inferiore, terminante con tre globetti decrescenti. Gancio deformato.",2,1,1,scavo del 1924 
1645,,30/09/2020,346251,22632,,Stuani-346251,4,42,1,15,39,108,Via G. Ramellini,28,28,4,-200,-151,11,,,1.6,,,,"Orecchino a cerchio con gemma conformata a testa con tratti negroidi, tipo ""Ori di Taranto"" VI D. Cerchio a filo liscio con a un'estremità un elemento conico di racconto, nel quale è inserito un granato modellato a “testa di moro”, incapsulato in una lamina d’oro decorata con spirali in filo ad imitazione di una folta capigliatura riccia; sulla sommità del capo è saldato un anello a cui si aggancia l’altra estremità del cerchio. L’elemento di raccordo ha il bordo superiore decorato da una fila di triangoli interrotta da una piccola foglia centrale filigranata, mentre il corpo presenta tre fili, uno ondulato tra due lisci, sovrapposti a petali filigranati. Filo leggermente deformato.",2,1,1,scavo del 1924 
1646,,23/10/2020,346252,22633,,Stuani-346252,4,42,1,15,39,108,Via G. Ramellini,28,28,4,-200,-151,11,,,1.8,,,,"Orecchino a cerchio con gemma conformata a testa con tratti negroidi, tipo ""Ori di Taranto"" VI D. Cerchio a filo liscio con a un'estremità un elemento conico di racconto, nel quale è inserito un granato modellato a “testa di moro”, incapsulato in una lamina d’oro decorata con spirali in filo ad imitazione di una folta capigliatura riccia; sulla sommità del capo è saldato un anello a cui si aggancia l’altra estremità del cerchio. L’elemento di raccordo ha il bordo superiore decorato da una fila di triangoli interrotta da una piccola foglia centrale filigranata, mentre il corpo presenta tre fili, uno ondulato tra due lisci, sovrapposti a petali filigranati. Filo leggermente deformato.",2,1,1,scavo del 1924 
1647,,25/07/2020,346253,22634,,Stuani-346253,4,42,1,15,39,108,Contrada Vaccarella,28,28,6,-200,-176,16,,,1.8,,,,"Orecchino a cerchio con gemma conformata a testa con tratti negroidi, tipo ""Ori di Taranto"" VI D. Cerchio costituito da fili intrecciati avvolti a spirale con all’estremità un elemento cilindrico di raccordo in lamina liscia, nel quale è inserito un granato modellato a “testa di moro”, incapsulato in una lamina d’oro decorata con spirali in filo ad imitazione di una folta capigliatura riccia; sulla sommità del capo è saldato un anello a cui si aggancia l’altra estremità del cerchio. Filo leggermente deformato.  
",2,1,1,scavo del 1922 
1648,,14/08/2021,346254,22635,,Stuani-346254,4,42,1,15,39,108,Contrada Vaccarella,28,28,6,-200,-176,16,,,1.4,,,,"Orecchino a cerchio con gemma conformata a testa con tratti negroidi, tipo ""Ori di Taranto"" VI D. Cerchio costituito da fili intrecciati avvolti a spirale con all’estremità un elemento cilindrico di raccordo in lamina liscia, nel quale è inserito un granato modellato a “testa di moro”, incapsulato in una lamina d’oro decorata con spirali in filo ad imitazione di una folta capigliatura riccia; sulla sommità del capo è saldato un anello a cui si aggancia l’altra estremità del cerchio. Filo leggermente deformato.  
",2,1,1,scavo del 1922 
1649,,26/05/2022,346674,40184,,Stuani-346674,4,42,1,15,39,108,Via G. Oberdan,28,28,22,-200,-101,16,1.2,,,,,,"Orecchino a disco e triplice pendente con volatile vitreo, tipo ""Ori di Taranto"" II D. Disco in lamina d'oro con bordi perlinati, decorato da un filo liscio e un giro di sferette che coronano un castone centrale circolare vitreo azzurro, con bordo e losanga centrale in vetro bianco. Sulla parte superiore del disco è applicata una corona di Iside, realizzata con volute di filo con terminali a globetti, sormontate da un castone a fior di loto vuoto coronato da tre globetti, mentre sul retro è saldato il gancio. Nella parte inferiore del disco è applicato tramite un piccolo anello un pendente a forma di gallina con la testa volta verso sinistra, il corpo è in vetro bianco, mentre il bargiglio, il becco, le ali, la coda e l’occhio con foro centrale sono in lamina, le zampe in filo d’oro. Lateralmente, da due anelli saldati al disco, pendono due coppie di catenelle a maglia doppia con terminali a grappoli di sferette decrescenti; le catenelle più esterne presentano ognuna tre vaghi in oro, il primo liscio, il secondo con superficie granulata ed il terzo decorato con losanghe a granulazione. Mancante delle gemme incastonate negll'occhio della gallinella e nella corona di Iside.",3,1,1,scavo del 1934 
1650,,19/07/2022,346865,42700,,Stuani-346865,4,42,1,15,39,108,Via Alto Adige,28,28,22,-200,-101,16,,,,,,,"Orecchino a cerchio con erote, tipo ""Ori di Taranto"" V A. Cerchio costituito nella parte inferiore da un erote nudo stante in doppia lamina stampata e ritagliata, con la gamba destra avanzata e la sinistra arretrata, braccio destro alzato, il sinistro abbassato regge nella mano una patera mesonfalica, piccole ali distese in lamina ritagliata ed incisa applicate sulle spalle. La parte superiore del cerchio è realizzata da un arco di fili intrecciati con un’estremità incapsulata e saldata sulla schiena dell’erote, l’altra inserita in una protome leonina stilizzata, dalla quale si sviluppa il filo di sospensione agganciato all’anello saldato sulla testa dell’erote.",2,1,1,scavo del 1986 
1651,,04/03/2021,347454,54456,,Stuani-347454,4,42,1,15,39,108,Via F. Crispi,28,28,5,-150,-101,16,3.1,,,,,,"Orecchino a disco e triplice pendente con volatile vitreo, tipo ""Ori di Taranto"" II D. Disco concavo in lamina d'oro con bordo a filo godronato, decorato con rosetta a petali filigranati con castone centrale, nel quale è incastonato un bottone in vitreo. Sulla parte posteriore sono saldati i due anelli di sospensione delle catenelle laterali, realizzate a maglia doppia con nodi e terminali a campanula con petali in lamina filigranata, ed un lungo gancio che sorregge il pendente centrale. Questo è costituito da una pavoncella vitrea con il collo piegato in basso a destra e le ali realizzata con una penna in lamina aurea con margini filigranati, ricoperta di vetro. In oro sono anche la testa, il collo stilizzato, le zampe e la coda, realizzata con due serie di penne sovrapposte disposte a ventaglio. Superficie vitrea leggermente abrasa.",2,1,1,scavo del 1939 
1652,,11/12/2020,347455,54457,,Stuani-347455,4,42,1,15,39,108,Via F. Crispi,28,28,5,-150,-101,16,3.1,,,,,,"Orecchino a disco e triplice pendente con volatile vitreo, tipo ""Ori di Taranto"" II D. Disco concavo in lamina d'oro con bordo a filo godronato, decorato con rosetta a petali filigranati con castone centrale, nel quale è incastonato un bottone in vitreo. Sulla parte posteriore sono saldati i due anelli di sospensione delle catenelle laterali, realizzate a maglia doppia con nodi e terminali a campanula con petali in lamina filigranata, ed un lungo gancio che sorregge il pendente centrale. Questo è costituito da una pavoncella vitrea con il collo piegato in basso a sinistra e le ali realizzata con una penna in lamina aurea con margini filigranati, ricoperta di vetro. In oro sono anche la testa, il collo stilizzato, le zampe e la coda, realizzata con due serie di penne sovrapposte disposte a ventaglio. Lacunoso nella zampa destra. Superficie vitrea leggermente abrasa.",3,1,1,scavo del 1939 
1653,,04/07/2020,347463,54737,A,Stuani-347463,4,42,1,15,39,108,Via Otranto,29,29,22,-100,-1,16,,,1.2,,,,"Orecchino con inserzione di vaghi, tipo ""Ori di Taranto"" VI E. Orecchino circolare realizzato con un sottile filo in oro, le cui estremità sono agganciate mediante ripetuti avvolgimenti. Nel cerchio è inserito un piccolo anello in oro tra due vaghi cilindrici in vetro, uno di colore bianco e l’altro verde. Filo leggermente deformato. ",2,1,1,scavo del 1939 
1654,,09/04/2021,347464,54737,B,Stuani-347464,4,42,1,15,39,108,Via Otranto,29,29,22,-100,-1,16,,,1.2,,,,"Orecchino con inserzione di vaghi, tipo ""Ori di Taranto"" VI E. Orecchino circolare realizzato con un sottile filo in oro le cui estremità sono agganciate mediante ripetuti avvolgimenti. Nel cerchio è inserito un piccolo anello in oro e un vago cilindrico in vetro di colore verde. Filo leggermente deformato, mancante di un vago.",3,1,1,scavo del 1939 
1655,,04/12/2020,347883,117628,,Stuani-347883,4,42,1,15,39,108,Via Sardegna,27,28,16,-210,-176,16,,,,1.6,,,"Orecchino con cerchio a colomba, tipo ""Ori di Taranto"" VI A. Cerchio costituito nella parte inferiore da una doppia lamina stampata a colomba, con le ali decorate nella parte anteriore da archetti e in quella posteriore da sottili incisioni a spina di pese, che imitano il piumaggio. Gli occhi dell’animale sono cavi per l’inserimento di pietre o vetro, il becco e ricurvo, la coda a un duplice ordine di penne filigranate e le zampe sono realizzate con un sottile filo. La parte superiore del cerchio è formata da un arco di fili intrecciati e avvolti a spirale, con un’estremità inserita in un collarino a lamina liscia saldato sulla coda e l’altra in una protome leonina stilizzata, terminante con due anelli che si agganciano a quello saldato sulla testa della colomba. Mancante delle gemme incastonate negli occhi.",3,1,1,scavo del 1960 
1656,,10/03/2021,347651,119352,,Stuani-347651,4,42,1,15,39,108,Via G. Messina,28,28,6,-200,-176,16,2.6,,,,,,"Orecchino a cerchio con erote, tipo ""Ori di Taranto"" V A. Cerchio costituito nella parte inferiore da un erote nudo stante in doppia lamina stampata e ritagliata, con la gamba sinistra avanzata e la destra arretrata, che regge nella mano sinistra un oggetto cilindrico e nella destra una patera mesonfalica, piccole ali distese in lamina ritagliata ed incisa applicate sulle spalle. La parte superiore del cerchio è realizzata da un arco di fili intrecciati con un’estremità incapsulata e saldata sulla schiena dell’erote, mentre l’latra è inserita in una protome leonina stilizzata, dalla quale si sviluppa il filo di sospensione agganciato all’anello saldato sulla testa dell’erote.",2,1,1,scavo del 1961 
1657,,13/10/2021,347652,119353,,Stuani-347652,4,42,1,15,39,108,Via G. Messina,28,28,6,-200,-176,16,2.6,,,,,,"Orecchino a cerchio con erote, tipo ""Ori di Taranto"" V A. Cerchio costituito nella parte inferiore da un erote nudo stante in doppia lamina stampata e ritagliata, con la gamba destra avanzata e la sinistra arretrata, che regge nella mano destra un oggetto cilindrico e nella sinistra una patera mesonfalica, piccole ali distese in lamina ritagliata ed incisa applicate sulle spalle. La parte superiore del cerchio è realizzata da un arco di fili intrecciati con un’estremità incapsulata e saldata sulla schiena dell’erote, l’latra mentre l'altra è inserita in una protome leonina stilizzata, dalla quale si sviluppa il filo di sospensione agganciato all’anello saldato sulla testa dell’erote. ",2,1,1,scavo del 1961 
1658,,14/06/2021,347710,208886,A,Stuani-347710,4,42,1,15,39,108,Villa Peripato,28,28,5,-150,-101,16,3,,,,,,"Orecchino a disco e triplice pendente con volatile vitreo, tipo ""Ori di Taranto"" II D. Disco concavo in lamina d'oro con bordo a filo godronato, decorato con rosetta a petali filigranati con castone centrale. Sulla parte posteriore sono saldati i due anelli di sospensione delle catenelle laterali, realizzate a maglia doppia con nodi e terminali a campanula con petali in lamina filigranata, e il lungo gancio di sospensione che sorregge l’anello a cui è fissato il pendente centrale. Questo è costituito da una colomba vitrea bianca con ali piegate e picciolo becco adunco, più chiaro rispetto al corpo, decorata sul petto da una collana in oro a lunghi pendenti, in filo d’oro sono, anche, le piccole zampe quasi aderenti al corpo dell’animale. Mancante della gemma inserita nel castone centrale.",3,1,1,scavo del 1991 
1659,,30/09/2021,347711,208886,B,Stuani-347711,4,42,1,15,39,108,Villa Peripato,28,28,5,-150,-101,16,3,,,,,,"Orecchino a disco e triplice pendente con volatile vitreo, tipo ""Ori di Taranto"" II D. Disco concavo in lamina d'oro con bordo a filo godronato, decorato con rosetta a petali filigranati con castone centrale. Sulla parte posteriore sono saldati i due anelli di sospensione delle catenelle laterali, realizzate a maglia doppia con nodi e terminali a campanula con petali in lamina filigranata, e il lungo gancio di sospensione che sorregge l’anello a cui è fissato il pendente centrale. Questo è costituito da una colomba vitrea bianca con ali piegate e picciolo becco adunco, più chiaro rispetto al corpo, decorata sul petto da una collana in oro a lunghi pendenti, in filo d’oro sono, anche, le piccole zampe quasi aderenti al corpo dell’animale. Mancante della gemma inserita nel castone centrale.",3,1,1,scavo del 1991 
1660,,30/07/2021,347714,211162,,Stuani-347714,4,42,1,15,39,108,Via Alto Adige,28,28,22,-200,-101,11,2.3,,,,,,"Orecchino a cerchio con gemma conformata a testa con tratti negroidi, tipo ""Ori di Taranto"" VI D. Cerchio costituito da un filo avvolto a spirale con a un'estremità un elemento conico di racconto, nel quale è inserito un granato modellato a “testa di moro”, incapsulato in una lamina d’oro decorata con spirali in filo ad imitazione di una folta capigliatura riccia; sulla sommità del capo è saldato un anello a cui si aggancia l’altra estremità del cerchio. L’elemento di raccordo è decorato con due coppie di fili, uno liscio e l'altro godronato, sovrapposti a petali in filigrana. Filo leggermente deformato.
",2,1,1,scavo del 2003 
1661,,05/03/2022,347450,54132,,Stuani-347450,4,42,1,15,50,108,Contrada Madre Grazia,28,28,6,-200,-176,11,,,1.2,,,,"Orecchino con inserzione di vaghi, tipo ""Ori di Taranto"" VI E. Orecchino circolare realizzato con due fili in oro con le estremità ripiegate ed agganciate tra loro. Nel cerchio sono inseriti tre vaghi cilindrici paralleli in lamina d’oro decorati con solcature orizzontali. Filo leggermente deformato.",2,1,1,scavo del 1937 
1662,,07/10/2020,347451,54133,A,Stuani-347451,4,42,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,1.9,,,"Orecchino con cerchio a colomba, tipo ""Ori di Taranto"" VI A. Cerchio costituito nella parte inferiore da una doppia lamina stampata a colomba, sulla testa della quale è saldato un castone circolare orlato con un filo godronato. Il corpo dell’animale è decorato sul petto da una collana con pendenti a ghianda in filigrana e sulle ali da due sottili incisioni a spina di pese, che imitano il piumaggio. Gli occhi sono cavi per l’inserimento di pietre o vetro, la coda liscia ha forma trapezoidale e le zampe sono realizzate con fili aderenti al corpo. La parte superiore del cerchio è formata da un filo piegato ad angolo, con un’estremità inserita sul dorso della colomba e l’altra agganciata a un anello saldato sulla coda dell’animale. Mancante delle gemme inserite nel castone centrale e negli occhi.",3,1,1,scavo del 1937 
1663,,05/06/2020,347452,54133,B,Stuani-347452,4,42,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,1.9,,,"Orecchino con cerchio a colomba, tipo ""Ori di Taranto"" VI A. Cerchio costituito nella parte inferiore da una doppia lamina stampata a colomba, sulla testa della quale è saldato un castone circolare orlato con un filo godronato. Il corpo dell’animale è decorato sul petto da una collana con pendenti a ghianda in filigrana e sulle ali da due sottili incisioni a spina di pese, che imitano il piumaggio. Gli occhi sono cavi per l’inserimento di pietre o vetro, la coda liscia ha forma trapezoidale e le zampe sono realizzate con fili aderenti al corpo. La parte superiore del cerchio è formata da un filo piegato ad angolo, con un’estremità inserita sul dorso della colomba e l’altra agganciata a un anello saldato sulla coda dell’animale. Mancante delle gemme inserite nel castone centrale e negli occhi.",3,1,1,scavo del 1937 
1664,,18/11/2021,347940,208909,,Stuani-347940,43,563,1,15,40,108,Via Pupino,30,30,4,-1,-50,11,,,,,,,"Due frammenti di grande piatto in terra sigillata italica tipo Conspectus 20.4.1, con orlo estroflesso e pareti rettilinee con carena distinta. Il fondo interno è decorato con un'ampia fascia a rotellatura, la parete esterna con due appliques raffiguranti un festone con foglia laterale e un elemento non chiaramente identificabile. Vernice rossa brillante. ",8,1,1,scavo del 1989 
1665,,28/12/2022,347994,214786,,Stuani-347994,43,563,1,15,40,108,Via F. Crispi,29,30,15,-25,-10,11,,,,,,,"Piatto in terra sigillata orientale A tipo Hayes 4B, con orlo indistinto, pareti rettilinee, fondo piano con piede ad anello. Vernice rossa opaca. Lacunoso nell'orlo e nella vasca. Ricomposto.",3,1,1,scavo del 1985 
1666,,29/03/2022,347712,208890,,Stuani-347712,43,563,1,15,41,108,Ex Convento S. Antonio,27,28,22,-300,-101,11,,,,,,,"Frammento di orlo verticale di piatto con una scena graffita all'interno della vasca, che raffigura due imbarcazioni sulla destra, attaccate una di poppa e l'altra di prua, un volatile palustre (airone?) in primo piano, alle spalle del quale si intravede un edificio. In alto a sinistra sono graffite le lettere βΓ. Vernice rossastra evanide all'interno della vasca.",8,1,1,scavo del 2012 
1667,,14/07/2021,346238,20364,,Stuani-346238,43,563,1,15,42,108,Via Messapia,26,27,15,-325,-276,11,9,,,,40,,"Piatto a vernice nera nello stile di Gnathia tipo Morel 4721a/Graepler 425/2, con orlo arrotondato, vasca poco profonda a profilo troncoconico, anse orizzontali impostate sull'orlo con la parte terminale ripiegata verso l'alto, fondo con piccolo piede ad anello esternamente modanato. Vernice nera opaca, parte inferiore della vasca e piede a risparmio. Sulle pareti interne sono sovradipinte due fasce concentriche, quella in prossimità dell’orlo conserva un registro decorativo che alterna nastri rossi e bianchi a foglie d'edera e d'alloro gialle e bianche, con piccoli punti ai lati; all’interno del fregio è inserita, in corrispondenza di una delle anse, una testa femminile posta di profilo verso sinistra con cercine sulla fronte, il volto e il collo sono di colore bianco, la capigliatura è gialla e il cercine è dipinto in rosso e bianco. La fascia più interna, posta tra due bande concentriche decorate con baccellature, conserva un tralcio vegetale bianco con foglie e punti ai lati, poggiato su una ghirlanda di fiori (?) rossi e gialli. Nel tondo rosso al centro del piatto è sovradipinta una testa di gorgone, le ali e il volto sono resi in bianco, mentre i capelli e i tratti del viso sono dipinti in arancione. Lacunoso nella vasca, nell’orlo e in un'ansa. Ricomposto e integrato.",3,1,1,scavo del 1926 
1668,,08/05/2022,347527,57258,,Stuani-347527,43,563,1,15,42,108,Via Plateja,27,28,15,-225,-176,16,0.8,,,,7.5,,"Piccolo piatto a vernice nera nello stile di Gnathia, con orlo indistinto leggermente ingrossato e fondo piano. Vernice nera opaca scrostata sull’orlo, fondo esterno a risparmio con tracce di colatura. Sul fondo interno è sovradipinta una testa di Hermes con petaso legato da un nastro sotto il mento, il volto e il collo sono resi in bianco, mentre il petaso e i tratti del viso sono dipinti in arancione e rosso. A destra della figura si conserva parte di un caduceo giallo. Sovradipinture parzialmente scrostate.",2,1,1,scavo del 1952 
1669,,01/12/2022,347528,57266,,Stuani-347528,43,563,1,15,42,108,Via Plateja,27,28,15,-225,-176,16,3.5,,,,,6.8,"Frammento di piatto a vernice nera nello stile di Gnathia, del quale si conserva parte del fondo con piede ad anello. Vernice nera opaca, piede e parte inferiore della vasca a risparmio. Sulle pareti interne è sovradipinta una fascia, posta tra due bande concentriche decorate con baccellature, della quale si conserva solo parte di un fregio con ovuli e punti bianchi, inscritto tra due linee dello stesso colore. Al centro del piatto è sovradipinta una testa femminile posta di profilo verso sinistra con cuffia e cercine sulla fronte, il volto e il collo sono di colore bianco, la cuffia è rossa e il cercine è dipinto in rosso e bianco. Sovradipinture parzialmente scrostate. Sul piede tre fori circolari passanti.",8,1,1,scavo del 1952 
1670,,22/04/2021,347529,57267,,Stuani-347529,43,563,1,15,42,108,Via Plateja,27,28,15,-225,-176,16,6.5,,,,,6.8,"Frammento di piatto a vernice nera nello stile di Gnathia, del quale si conserva solo parte del fondo con piede ad anello esternamente modanato. Vernice nera verdastra opaca, piede e parte inferiore della vasca a risparmio. Sulle pareti interne sono sovradipinte due fasce concentriche inscritte entro linee bianche, in quella più esterna si alternano foglie di edera gialle e rosse con tratti bianchi ai lati, mentre in quella interna, posta tra due bande concentriche decorate con baccellature, fiori rossi e gialli separati da elementi a V di colore bianco. Nel tondo rosso al centro del piatto è sovradipinto un cigno bianco posto di profilo verso sinistra, in parte coperto da una linea gialla irregolare. Sovradipinture parzialmente scrostate.",8,1,1,scavo del 1952 
1671,,06/08/2021,347530,57270,A,Stuani-347530,43,563,1,15,42,108,Via Plateja,27,28,15,-225,-176,16,,,,,,,"Frammento di piatto a vernice nera nello stile di Gnathia, del quale si conserva solo parte dell’orlo indistinto e della vasca. Vernice nera lucente. Sulle pareti interne in prossimità dell’orlo è sovradipinto un tralcio di vite con foglie e grappoli d’uva di colore giallo. Sulla parte inferiore della vasca rimangono tracce di una fascia decorata con baccellature. Sovradipinture parzialmente scrostate.",8,1,1,scavo del 1952 
1672,,24/08/2022,347531,57270,B,Stuani-347531,43,563,1,15,42,108,Via Plateja,27,28,15,-225,-176,16,,,,,,,"Frammento di grande piatto a vernice nera nello stile di Gnathia, del quale si conserva solo parte dell’orlo indistinto e della vasca. Vernice nera opaca. Sulle pareti interne in prossimità dell’orlo è sovradipinta una doppia girale realizzata con un'unica linea gialla, affiancata da file di piccoli punti bianchi terminanti con fiori di colore giallo. Sulla parte inferiore della vasca rimangono tracce di una fascia decorata con baccellature. Sovradipinture parzialmente scrostate.",8,1,1,scavo del 1952 
1673,,04/02/2022,347872,110650,,Stuani-347872,43,563,1,15,42,108,Via D. Alighieri,26,27,15,-325,-276,11,6,,,,23.7,,"Piatto a vernice nera nello stile di Gnathia tipo Morel 4721a/Graepler 425/2, con orlo arrotondato, vasca poco profonda a profilo troncoconico, anse orizzontali impostate sull'orlo, fondo con piede ad anello. Vernice nera opaca, piede e parte inferiore della vasca esterna a risparmio. Sulle pareti interne in prossimità dell’orlo è sovradipinta una fascia, inscritta entro linee bianche, della quale si conserva parte del registro decorativo che alterna fiori gialli a nastri rossi con foglie di edera bianche ai lati. Sulla parte inferiore della vasca amplia fascia decorata con baccellature, nel tondo al centro del piatto è dipinta una testa femminile di colore bianco posta di profilo verso sinistra. Sovradipinture parzialmente scrostate. Mancante delle anse, lacunoso nella vasca e nell’orlo. Ricomposto ed integrato.",3,1,1,scavo del 1958 
